,Timestamp,Open,High,Low,Close,Volume,CS_sl,CS_POS_sl,DMI+,DMI-,ADX,SAR_sl,SAR_POS_sl,STX_sl,ST_sl,RSI_sl,ATR,Lowest_Low,Highest_High,%K,%D,Stochastic,momentum_1,momentum_3,momentum_5,ATR_14,vol_std_10,OBV,vwap_dev
11,2024-01-01 09:26:00+05:30,48192.05,48200.6,48176.95,48189.45,0,,nan,19.619534355476713,3.94662123793121,,48243.89576338377,DOWN,DOWN,48194.325,,28.047004800000785,48155.3,48200.6,84.61930789620925,71.95988862335737,84.61930789620925,-7.988662324443067e-05,0.0005730676873915464,0.00046400966634899224,,0.00037362646711813557,0.0,
12,2024-01-01 09:27:00+05:30,48188.95,48191.35,48177.9,48189.65,0,,nan,21.72955974842493,3.7735849056603774,38.49789734053445,48240.65589048226,DOWN,DOWN,48194.325,,25.127603840000045,48155.3,48200.6,80.90116324581807,80.23471810014092,80.90116324581807,4.150286006675021e-06,7.98990573986225e-05,0.0006416279492304401,,0.00024520724300754307,0.0,
13,2024-01-01 09:28:00+05:30,48184.1,48194.8,48176.8,48187.25,0,,nan,25.443588885169316,1.9752259792414584,44.16797537595156,48237.513213767794,DOWN,DOWN,48194.325,,23.702083072000036,48166.05,48200.6,70.85815845267953,78.79287653156895,70.85815845267953,-4.9803225381413955e-05,-0.0001255361222411188,0.0005273883789763362,,0.00020770316435465746,0.0,
14,2024-01-01 09:29:00+05:30,48187.0,48195.25,48181.7,48184.25,0,,nan,19.495738636361168,2.0951704545433443,53.39329075938274,48234.46481735476,DOWN,DOWN,48194.325,,21.67166645760061,48176.8,48200.6,56.163560966885804,69.30762755512781,56.163560966885804,-6.225713233272286e-05,-0.00010790743617113475,-3.2167152978738766e-05,27.753571428572155,0.00019394521571413164,0.0,
15,2024-01-01 09:30:00+05:30,48183.45,48194.5,48172.3,48182.8,0,,nan,19.43362831858201,6.6548672566330485,58.66938668533796,48231.50787283412,DOWN,DOWN,48194.325,,21.777333166079906,48172.3,48200.6,43.25511394311861,56.75894445422798,43.25511394311861,-3.009282078681498e-05,-0.0001421467057760026,-0.00021787260884811787,27.35688775510251,0.00019626724472097032,0.0,
16,2024-01-01 09:31:00+05:30,48187.75,48192.0,48166.8,48177.8,0,,nan,8.903605592346624,10.963944076523045,55.89916748654493,48228.639636649095,DOWN,DOWN,48194.325,,22.461866532863343,48166.8,48195.25,35.689772626993566,45.036149178999324,35.689772626993566,-0.00010377147031720862,-0.00019610996684801664,-0.0002417541598834222,27.20282434402355,0.00019005457335739733,0.0,
17,2024-01-01 09:32:00+05:30,48180.55,48189.25,48175.3,48189.25,0,,nan,4.923076923078319,11.461538461534627,57.47943636952066,48225.85744754962,DOWN,DOWN,48194.325,,20.759493226290093,48166.8,48195.25,51.55905531370766,43.501313961273276,51.55905531370766,0.00023766132949194627,0.00010376834754094958,-8.300537563594157e-06,26.256194033735945,0.0001874828625613369,0.0,
18,2024-01-01 09:33:00+05:30,48186.5,48216.55,48186.35,48213.4,0,,nan,22.84877334310169,10.91175393628316,53.029706865824714,48223.15872412313,DOWN,UP,48173.71,,22.647594581032948,48166.8,48216.55,70.41434471714128,52.5543908859475,70.41434471714128,0.0005011491152072601,0.0006350813983412866,0.0005426746701669312,26.537894459897977,0.00023306456133358346,0.0,
19,2024-01-01 09:34:00+05:30,48216.1,48230.8,48216.1,48226.2,0,,nan,32.34875444840168,10.604982206401552,50.20320261657071,48135.9,UP,UP,48198.829999999994,,21.59807566482665,48166.8,48230.8,88.46373692568994,70.1457123188463,88.46373692568994,0.00026548635856412603,0.0010046120827433833,0.0008706164358685066,25.88518771276251,0.00019899083899219873,0.0,
20,2024-01-01 09:35:00+05:30,48227.45,48243.0,48222.85,48232.5,0,,nan,37.99509288468037,10.445145460914146,46.10061831965082,48138.747,UP,UP,48205.825,,21.30846053186161,48166.8,48243.0,90.90043804982501,83.25950656421874,90.90043804982501,0.00013063438545858706,0.0008975030738183308,0.0010314884149529933,25.47553144756529,0.00019814313678407098,0.0,
21,2024-01-01 09:36:00+05:30,48233.85,48252.95,48224.9,48250.8,0,,nan,40.534521158128825,9.481387209668936,43.45696242418627,48141.87459,UP,UP,48212.685000000005,,22.656768425488416,48175.3,48252.95,92.08804597569946,90.48407365040481,92.08804597569946,0.0003794122220495083,0.0007757179539298505,0.0015152207033114836,25.659422058453174,0.00020952257575590315,0.0,
22,2024-01-01 09:37:00+05:30,48248.85,48262.9,48235.75,48247.35,0,,nan,45.43491671807657,3.3929673041332813,48.75981619725727,48145.2068523,UP,UP,48219.185,22.388926606778114,23.555414740391022,48186.35,48262.9,87.71270578410558,90.23372993654336,87.71270578410558,-7.150140515813967e-05,0.0004385582940393698,0.0012056630887593922,25.76589191142091,0.0002157342648798302,0.0,
23,2024-01-01 09:38:00+05:30,48249.35,48250.9,48229.45,48236.6,0,,nan,46.510893590147624,3.978528575941067,59.31264187203515,48148.737646730995,UP,UP,48219.185,16.282037891862274,23.13433179231369,48216.1,48262.9,73.57368790492949,84.45814655491151,73.57368790492949,-0.0002228101647033464,8.500492406569315e-05,0.0004811940248975822,25.457613917748297,0.00023675194951885623,0.0,
24,2024-01-01 09:39:00+05:30,48230.3,48237.35,48204.85,48204.85,0,48290.159999999996,DOWN,41.63369135104456,17.467495760316524,59.45313090860145,48152.16251732907,UP,DOWN,48253.54,2.6860786167162587,25.007465433850953,48204.85,48262.9,41.16329940954177,67.48323103285895,41.16329940954177,-0.0006582138873801221,-0.0009523158165254123,-0.0004427054173871992,25.96064149505199,0.0003367532750700798,0.0,
25,2024-01-01 09:40:00+05:30,48201.9,48212.6,48189.2,48200.55,0,48268.83,DOWN,27.248677248675456,27.366255144033698,54.432754863236134,48155.4846418092,UP,DOWN,48231.84,-4.310912955013919,24.685972347081055,48189.2,48262.9,19.73456339128123,44.82385023525083,19.73456339128123,-8.92026424726067e-05,-0.0009700014612200595,-0.0006624164204633202,25.77773853111981,0.00033868718859161943,0.0,
26,2024-01-01 09:41:00+05:30,48201.1,48210.85,48192.65,48196.6,0,48263.64,DOWN,18.782913984785413,27.238150965478358,49.825777898043874,48158.70710255492,UP,DOWN,48231.39,-7.863618288203725,23.38877787766426,48189.2,48262.9,8.480325644507538,23.126062815110185,8.480325644507538,-8.194927236316526e-05,-0.0008292458423686578,-0.0011232974375555299,25.23647149318247,0.0003377494814943652,0.0,
27,2024-01-01 09:42:00+05:30,48200.95,48224.55,48198.05,48211.2,0,48260.6,DOWN,18.802462227199214,26.049244543929362,44.00907928753097,48161.832889478275,UP,DOWN,48231.39,-4.118338592663349,24.30102230213228,48189.2,48250.9,20.36579295947158,16.19356066508679,20.36579295947158,0.0003029259325346299,0.0001317294836515111,-0.0007492639492117485,25.43029495795546,0.0003426080333298141,0.0,
28,2024-01-01 09:43:00+05:30,48216.1,48221.65,48203.05,48211.65,0,48260.6,DOWN,13.97341211226453,27.503692762186656,39.79973194840917,48164.864902793925,UP,DOWN,48231.39,-2.073392855170823,23.160817841705533,48189.2,48237.35,30.774079103564898,19.87339923584801,30.774079103564898,9.333930704989e-06,0.00023028782866582528,-0.00051724209417739,24.942416746672823,0.00030296521886835154,0.0,
29,2024-01-01 09:44:00+05:30,48210.45,48211.75,48197.65,48207.55,0,48260.6,DOWN,8.770806658133152,33.258642765686886,35.82275785203412,48167.80595571011,UP,DOWN,48228.96,-2.2780752746621147,21.348654273364136,48189.2,48224.55,44.73033613651984,31.956736066518776,44.73033613651984,-8.504168598250724e-05,0.0002271944494010857,5.601096155271442e-05,24.16795840762466,0.0002882958564073956,0.0,
30,2024-01-01 09:45:00+05:30,48208.6,48211.9,48195.85,48199.7,0,48260.6,DOWN,9.084880636607494,31.465517241381598,31.673043617163223,48170.65877703881,UP,DOWN,48223.375,-4.487140714998532,20.28892341869189,48192.65,48224.55,40.2116399814255,38.572018407170084,40.2116399814255,-0.00016283756382570407,-0.0002385337846807381,-1.7634653546605188e-05,23.588104235651677,0.0002840524055956939,0.0,
31,2024-01-01 09:46:00+05:30,48191.65,48218.3,48184.85,48215.8,0,48260.6,DOWN,9.028006589788276,22.30642504118893,31.885460660612978,48173.42601372764,UP,DOWN,48223.375,-0.09205281962931622,22.921138734954386,48184.85,48224.55,50.65649595818962,45.199490692044996,50.65649595818962,0.0003340269752717511,8.607877971406195e-05,0.0003983683496347121,24.29252536167687,0.00027637156255968533,0.0,
32,2024-01-01 09:47:00+05:30,48216.75,48216.75,48202.15,48208.8,0,48260.6,DOWN,9.583770549145818,12.731724379156214,33.86993177763177,48176.11023331581,UP,DOWN,48223.375,-0.4248123795114225,21.256910987963217,48184.85,48221.65,55.04717765058206,48.63843786339907,55.04717765058206,-0.00014518062543813438,2.5929548379869958e-05,-4.978096375933765e-05,23.600202121556986,0.0002773208670084762,0.0,
33,2024-01-01 09:48:00+05:30,48206.5,48225.55,48206.5,48219.3,0,48260.6,DOWN,15.64673157163121,12.656467315718412,32.754585207739595,48178.71392631634,UP,DOWN,48223.375,2.6345650344810565,20.815528790371154,48184.85,48225.55,75.89498470529111,60.532886104687606,75.89498470529111,0.00021780255886892018,0.00040664153511340987,0.00015867534091866707,23.275187684303123,0.0002869298814842317,0.0,
34,2024-01-01 09:49:00+05:30,48219.75,48234.05,48210.05,48229.4,0,48260.6,DOWN,12.370396853773466,13.013943510907122,30.80858606880244,48181.23950852685,UP,UP,48198.990000000005,6.624859496623685,21.452423032296924,48184.85,48234.05,80.09134562355872,70.34450265981064,80.09134562355872,0.0002094596976728933,0.0002820652151369166,0.00045324850568009665,23.326959992567186,0.00019386012624045078,0.0,
35,2024-01-01 09:50:00+05:30,48227.55,48247.55,48221.3,48246.0,0,48260.6,DOWN,20.881355932204336,12.338983050849809,29.821900796403874,48183.68932327104,UP,UP,48206.705,12.538491331819387,22.41193842583754,48184.85,48247.55,90.90680860578,82.29771297820996,90.90680860578,0.00034418839960684863,0.0007716433514212568,0.0009605868916197179,23.535748564526674,0.00020704207309345392,0.0,
36,2024-01-01 09:51:00+05:30,48241.55,48246.35,48225.5,48230.25,0,48260.6,DOWN,19.967585089141952,8.29821717990425,27.396312940713692,48186.06564357291,UP,UP,48207.485,8.925094932710635,22.09955074066974,48202.15,48247.55,83.32365476711728,84.773936332152,83.32365476711728,-0.00032645193383907476,0.00022708749401167353,0.0002996942910829456,23.343909381346094,0.0002417078908950612,0.0,
37,2024-01-01 09:52:00+05:30,48226.45,48254.65,48225.1,48245.95,0,48260.6,DOWN,23.308494783907083,6.557377049180044,27.52426635522749,48188.37067426572,UP,UP,48209.215,11.297226879796654,23.589640592536377,48206.5,48254.65,80.45121599599845,84.89389312296525,80.45121599599845,0.0003255218457295388,0.0003431516875597796,0.0007706061963789635,23.78720156839301,0.00024422072276564,0.0,
38,2024-01-01 09:53:00+05:30,48251.7,48283.5,48245.65,48281.9,0,48169.189999999995,UP,39.47139122858193,0.0,35.756202662874436,48190.60655403775,UP,UP,48229.274999999994,21.90135697065125,26.44171247402881,48210.05,48283.5,80.54912822712194,81.4413329967459,80.54912822712194,0.0007451402656596951,0.0007441031380840164,0.0012982353538935352,24.791687170650544,0.00032170264150789253,0.0,
39,2024-01-01 09:54:00+05:30,48293.15,48299.25,48286.35,48294.45,0,48185.07,UP,47.85591766724052,0.0,48.02669079543209,48193.39335741662,UP,UP,48258.9,27.71787330992811,24.62336997922276,48221.3,48299.25,91.1984393654231,84.06626119618117,91.1984393654231,0.0002599317756756804,0.001331114808652186,0.0013487623731581904,24.260138087032544,0.0003125873429635249,0.0,
40,2024-01-01 09:55:00+05:30,48296.25,48308.05,48274.95,48274.95,0,48191.69,UP,39.64011643291862,6.0333421540096275,57.02889400389159,48196.56905669413,UP,UP,48258.9,21.42269251464313,26.31869598337937,48225.1,48308.05,83.92009918752184,85.22255559335564,83.92009918752184,-0.0004037731043629237,0.0006010867233415448,0.0006000497450565247,24.891556795102066,0.0003491222435936752,0.0,
41,2024-01-01 09:56:00+05:30,48276.55,48290.6,48262.4,48284.1,0,48191.69,UP,34.37742687030855,12.399689360598968,63.3787140085908,48199.9134849933,UP,UP,48258.9,19.50735094506672,26.694956786702914,48225.1,48308.05,75.02194507820869,83.38016121038454,75.02194507820869,0.00018953929522457207,4.556572960047325e-05,0.0011165191969769708,25.127874166880282,0.000343889565152102,0.0,
42,2024-01-01 09:57:00+05:30,48285.25,48315.0,48280.85,48300.75,0,48193.99999999999,UP,38.44814722705884,11.91245958716575,67.2325814815077,48203.157580443505,UP,UP,48259.745,21.78547922272992,28.185965429362625,48245.65,48315.0,70.22522782883154,76.38909069818736,70.22522782883154,0.00034483401368155266,0.000130449772178851,0.001135846635831669,25.77231172638894,0.0003332348026128067,0.0,
43,2024-01-01 09:58:00+05:30,48300.55,48313.75,48290.15,48291.7,0,48195.32,UP,37.92934249264073,11.751717369968963,68.86214638936165,48206.5128530302,UP,UP,48267.57,17.803182611518423,27.268772343489807,48262.4,48315.0,68.76088729965909,71.33602006889977,68.76088729965909,-0.00018736769097794361,0.0003469708409848172,0.0002029746136750135,25.617146603075337,0.00035356716792870414,0.0,
44,2024-01-01 09:59:00+05:30,48294.1,48307.0,48284.0,48292.25,0,48195.32,UP,34.9809885931559,15.259822560202052,66.45721141283884,48209.7674674393,UP,UP,48267.57,14.5949457058814,26.415017874791847,48262.4,48315.0,63.96817542580063,67.65143018476377,63.96817542580063,1.1389120697819924e-05,0.0001687926253156102,-4.5553888697295233e-05,25.43020755999853,0.00035541200773955833,0.0,
45,2024-01-01 10:00:00+05:30,48293.35,48305.4,48276.7,48288.35,0,48195.32,UP,21.3450292397662,19.88304093567267,52.67808274009314,48212.92444341612,UP,UP,48267.57,10.682156373040925,26.872014299834348,48262.4,48315.0,53.929024081111294,62.21936226885702,53.929024081111294,-8.075829972721203e-05,-0.00025672479205812444,0.0002775766727878839,25.66376416285609,0.00035238402513984514,0.0,
46,2024-01-01 10:01:00+05:30,48285.1,48309.2,48281.65,48302.3,0,48195.32,UP,14.220877458394693,18.86031265758997,40.39585277493734,48215.98671011364,UP,UP,48267.57,12.233825002607773,27.007611439866604,48276.7,48315.0,57.641460420204965,58.51288664237231,57.641460420204965,0.0002888895561766837,0.00021949941708421575,0.00037693567861893184,25.798495294080343,0.00032464490749390925,0.0,
47,2024-01-01 10:02:00+05:30,48301.8,48306.4,48289.15,48298.45,0,48195.32,UP,15.45628939435327,14.250479583447747,30.464210998661553,48218.95710881023,UP,UP,48268.375,10.476109954164713,25.056089151893282,48276.7,48313.75,58.29326175741642,56.6212487529109,58.29326175741642,-7.970634938720973e-05,0.00012838498930981866,-4.7618308204384205e-05,25.18788848736032,0.00032549490757836816,0.0,
48,2024-01-01 10:03:00+05:30,48300.25,48305.0,48286.05,48288.45,0,48195.32,UP,16.281755196303443,9.555427251733942,27.47129217759812,48221.83839554592,UP,UP,48270.025,5.725412939369562,23.834871321514044,48276.7,48309.2,53.89967688854776,56.61146635538972,53.89967688854776,-0.0002070459818068696,2.0708928757877377e-06,-6.72993495776707e-05,24.74232502397723,0.0002490029438634926,0.0,
49,2024-01-01 10:04:00+05:30,48285.95,48289.2,48273.95,48276.9,0,48197.979999999996,UP,2.4627349319479857,18.56772521063483,30.883862867008443,48224.63324367954,UP,UP,48270.025,-0.21240716047759634,22.117897057211234,48273.95,48309.2,34.4090313071302,48.86732331769813,34.4090313071302,-0.00023918763182491124,-0.0005258548764758915,-0.0003178563848236217,24.064301807978858,0.00024411503240777947,0.0,
50,2024-01-01 10:05:00+05:30,48280.75,48291.35,48271.1,48278.4,0,48198.61,UP,2.517389864190598,20.867837032135068,34.566562428842225,48227.34424636915,UP,UP,48270.025,-2.116294484367245,21.744317645768987,48271.1,48309.2,21.22758182232823,36.51209667266874,21.22758182232823,3.1070760550076746e-05,-0.0004151271935226831,-0.00020605384114381813,23.79185167883751,0.00020733651786218152,0.0,
51,2024-01-01 10:06:00+05:30,48280.05,48282.75,48256.85,48262.15,0,48198.61,UP,2.469938251540897,25.73935651609112,40.743019535563754,48229.97391897808,UP,DOWN,48294.36,-7.54121996548929,22.575454116615482,48256.85,48306.4,12.741721903573994,22.792778344344153,12.741721903573994,-0.0003365894478690263,-0.0005446436984412553,-0.0008312233578939606,23.94243370177779,0.00022214690868988622,0.0,
52,2024-01-01 10:07:00+05:30,48259.65,48263.7,48235.55,48254.6,0,48198.61,UP,2.4787997390710523,34.96412263535722,52.63065990567332,48232.524701408736,UP,DOWN,48279.345,-11.22206816139078,23.69036329329122,48235.55,48305.0,19.095392333338026,17.68823201974676,19.095392333338026,-0.00015643729092058498,-0.0004619186401778679,-0.0009078966302230931,24.24297415165039,0.000176082642892799,0.0,
53,2024-01-01 10:08:00+05:30,48257.55,48283.85,48255.1,48282.3,0,48198.61,UP,13.000000000001549,34.58064516129101,57.10659447131281,48234.99896036647,UP,UP,48236.155,-3.2622006236124435,24.802290634632975,48235.55,48291.35,40.635811340101355,24.157641859004467,40.635811340101355,0.0005740385372587145,8.078146748859646e-05,-0.00012735964811449072,24.600618855103935,0.00027097645111734945,0.0,
54,2024-01-01 10:09:00+05:30,48281.9,48281.9,48262.1,48268.2,0,48198.61,UP,12.757201646091692,33.934789490344755,63.00615041602498,48235.55,UP,UP,48240.96,-3.982033546140883,23.88183250770725,48235.55,48291.35,56.574570808527376,38.76859149398893,56.574570808527376,-0.00029203248395386755,0.0001253570344461578,-0.00018021041119053554,24.286288936882535,0.00028382471479201275,0.0,
55,2024-01-01 10:10:00+05:30,48268.65,48272.2,48259.2,48267.2,0,48198.61,UP,13.256578947369377,35.13157894736938,65.7452679004813,48237.9335,UP,UP,48240.96,-4.1717633605367155,21.7054660061658,48235.55,48283.85,69.27395237352981,55.49477817405286,69.27395237352981,-2.0717573889227276e-05,0.0002611150025075028,-0.0002319878040698193,23.480125441390925,0.00028373235701985544,0.0,
56,2024-01-01 10:11:00+05:30,48261.9,48269.7,48244.15,48246.1,0,48198.61,UP,12.41528034504128,34.71965495994626,61.56539769867134,48240.245494999996,UP,UP,48240.96,-10.160478950245306,22.474372804931768,48235.55,48283.85,48.627715072309,58.15874608478873,48.627715072309,-0.0004371498657473097,-0.0007497571573848877,-0.00033255874427481804,23.627973624148403,0.00028204550540076483,0.0,
57,2024-01-01 10:12:00+05:30,48244.1,48258.25,48244.05,48251.2,0,48198.61,UP,12.896000000001532,34.30399999999601,56.83478016236375,48242.48813015,UP,UP,48240.96,-10.009917291099555,20.81949824394483,48244.05,48283.85,35.11180817821861,51.00449187468581,35.11180817821861,0.0001057080261409429,-0.0003521987561168637,-7.045960385126921e-05,22.954546936709022,0.0002906887101257377,0.0,
58,2024-01-01 10:13:00+05:30,48249.35,48255.7,48243.35,48244.65,0,48198.61,UP,14.120532585846457,28.06587245970462,49.773065754165756,48315.0,DOWN,UP,48240.96,-10.913700898337993,19.125598595155573,48243.35,48281.9,14.393239354426719,32.71092086831811,14.393239354426719,-0.00013574791922264388,-0.0004671909702654315,-0.0007797888667275887,22.197079298372557,0.0002885795081675488,0.0,
59,2024-01-01 10:14:00+05:30,48250.85,48263.0,48248.0,48250.5,0,48198.98,UP,20.65462753950758,14.108352144470143,40.069006746969976,48312.8505,DOWN,UP,48240.96,-8.428844251393457,18.97047887612417,48243.35,48272.2,15.373476726048244,21.626174752897864,15.373476726048244,0.00012125696838921092,9.119908137655593e-05,-0.0003667010578392625,21.92228791991727,0.00029048014225618277,0.0,
60,2024-01-01 10:15:00+05:30,48249.0,48264.25,48242.55,48254.15,0,48199.89,UP,5.823693657761004,19.305943358594952,41.25398695373987,48310.765485,DOWN,UP,48240.96,-5.497017167479498,19.516383100898754,48242.55,48269.7,23.62706819475389,17.797928091742957,23.62706819475389,7.56468844882738e-05,6.113837583323038e-05,-0.00027036994066354864,21.906410211351545,0.0002922789220498222,0.0,
61,2024-01-01 10:16:00+05:30,48255.9,48256.35,48236.25,48238.3,0,48200.04,UP,5.828343313376254,24.351297405192447,43.54251969263459,48308.71902045,DOWN,DOWN,48270.36,-8.5295846171648,19.633106480718713,48236.25,48264.25,24.943463105507814,21.31466934210332,24.943463105507814,-0.0003284691575750178,-0.0001316208118412828,-0.00016167109880375067,21.777380910540618,0.00029140448881751976,0.0,
62,2024-01-01 10:17:00+05:30,48238.75,48250.9,48235.95,48250.8,0,48202.96,UP,5.738993710694571,21.93396226415384,45.444717596700606,48306.5449498365,DOWN,DOWN,48266.125,-5.139653135316621,18.69648518457584,48235.95,48264.25,34.17350844379232,27.58134658135135,34.17350844379232,0.0002591301932282025,6.217552149778974e-06,-8.289949265389862e-06,21.289710845502317,0.00030381219992897776,0.0,
63,2024-01-01 10:18:00+05:30,48250.15,48262.5,48246.0,48253.7,0,48207.23,UP,15.9966144731294,10.87600507829577,41.406839978460376,48304.4271013414,DOWN,DOWN,48266.125,-2.3997152290539816,18.257188147660674,48235.95,48264.25,40.83859162040011,33.31852105656676,40.83859162040011,6.010263042258738e-05,-9.32562277035997e-06,0.00018758556648241066,20.947588642252153,0.00022864557512670885,0.0,
64,2024-01-01 10:19:00+05:30,48250.4,48250.65,48239.9,48249.5,0,48207.23,UP,16.050955414014968,16.008492569008055,34.94634256813663,48302.37278830116,DOWN,DOWN,48263.375,-2.323768543639744,17.365750518127665,48235.95,48264.25,54.358068315670174,43.123389459954204,54.358068315670174,-8.703995755759848e-05,0.00023218065313240907,-2.072517383239552e-05,20.43704659637669,0.00021418356153619976,0.0,
65,2024-01-01 10:20:00+05:30,48249.4,48260.2,48242.1,48255.75,0,48207.23,UP,23.03643724696256,14.696356275305686,33.38156055192652,48300.380104652126,DOWN,DOWN,48263.375,-0.18601301511080237,17.51260041450184,48235.95,48262.5,61.725659300074426,52.30743974538158,61.725659300074426,0.00012953502108830145,0.00010258897261801026,3.315776984981695e-05,20.270114696635396,0.0002207577150023377,0.0,
66,2024-01-01 10:21:00+05:30,48257.05,48257.05,48238.6,48238.6,0,48207.23,UP,17.111650485432385,17.516181229774848,30.858282761627382,48298.447201512565,DOWN,DOWN,48263.375,-4.457309502191492,17.700080331602344,48235.95,48262.5,44.14576581732775,53.40983114435746,44.14576581732775,-0.00035539806137095486,-0.0003129293712191717,6.2191246373863595e-06,20.140106504018892,0.00020466411784074394,0.0,
67,2024-01-01 10:22:00+05:30,48242.25,48242.75,48223.85,48225.6,0,48209.86,UP,17.508278145690127,25.620860927155313,25.88102378382552,48296.57228546719,DOWN,DOWN,48255.48,-9.620097146806074,17.940064265282167,48223.85,48262.5,29.695084169180387,45.18883642886086,29.695084169180387,-0.00026949372494226615,-0.0004953419206416949,-0.0005222711333284498,20.051527468017646,0.0002141424757904425,0.0,
68,2024-01-01 10:23:00+05:30,48224.25,48242.45,48224.25,48242.45,0,48209.86,UP,17.788057190911623,20.73170731707414,18.204775215503744,48294.390616903176,DOWN,DOWN,48255.48,-5.668202489963733,17.992051412225152,48223.85,48260.2,21.892723255587622,31.91119108069859,21.892723255587622,0.0003493994890680167,-0.00027561482310404275,-0.00023314274345801465,19.91927550601618,0.0002459169681332872,0.0,
69,2024-01-01 10:24:00+05:30,48240.25,48245.35,48220.05,48231.1,0,48209.86,UP,16.363636363632782,22.088974854930168,11.97143360741613,48292.27439839608,DOWN,DOWN,48255.48,-6.925624378229259,19.45364112977925,48220.05,48260.2,27.73959847789443,26.44246863422082,27.73959847789443,-0.000235269974887232,-0.00015547714900515354,-0.0003813511020839896,20.303612969871857,0.00025143487510611483,0.0,
70,2024-01-01 10:25:00+05:30,48231.95,48246.8,48227.55,48241.9,0,48209.86,UP,8.333333333333794,21.62878787878576,15.588446714660595,48290.1076664442,DOWN,DOWN,48255.48,-3.4960306957145804,19.4129129038234,48220.05,48257.05,45.91501192497544,31.849111219485835,45.91501192497544,0.00022392190930754037,0.0003379947579709306,-0.0002870124285706583,20.228354900595296,0.0002631242433569784,0.0,
71,2024-01-01 10:26:00+05:30,48237.75,48250.7,48237.6,48247.75,0,48209.86,UP,11.348057882707293,17.098248286365447,18.457266680747228,48288.00593645088,DOWN,DOWN,48255.48,-0.019590153140597977,18.15033032305843,48220.05,48250.7,58.98368374814671,44.212764717005534,58.98368374814671,0.00012126388056852124,0.00010986175038794487,0.0001896821217863175,19.719186693409814,0.00024324069685198604,0.0,
